Keyword,Clicks,Searches,CTR,Position,"Avg. CPC","Max. CPC",Competition
"cuánto cuesta un celular oppo a40",1,1,100.0,1.0,,,0
"cuánto cuesta un celular poco",1,1,100.0,2.0,,,0
"cuánto cuesta un celular samsung a14",1,1,100.0,4.0,,,0
"cuánto cuesta un celular samsung a15",1,3,33.3,3.7,,,0
"cuánto cuesta un celular xiaomi",1,2,50.0,2.5,,,0
"cuánto cuesta un iphone 13 pro",1,3,33.3,7.3,,,0
"cuánto cuesta un iphone 13 pro max nuevo",1,1,100.0,1.0,,,0
"cuánto cuesta un iphone 14 pro max en méxico",1,1,100.0,2.0,,,0
"cuánto cuesta un iphone 6 plus",1,1,100.0,4.0,,,0
"cuánto cuesta un iphone 7",1,1,100.0,6.0,,,0
"cuánto cuesta un iphone 9",1,1,100.0,2.0,,,0
"cuánto cuesta un iphone en costa rica",1,1,100.0,2.0,,,0
"cuánto cuesta un iphone en ecuador",1,1,100.0,2.0,,,0
"cuánto cuesta un iphone en panamá",1,1,100.0,2.0,,,0
"cuánto cuesta un iphone en temu",1,1,100.0,2.0,,,0
"cuánto cuesta un iphone xr",1,2,50.0,7.5,,,0
"cuánto cuesta un iphone xs",1,4,25.0,1.0,,,0
"cuánto cuesta un iphone xs max",1,1,100.0,4.0,,,0
"cuánto cuesta un teléfono iphone 14",1,1,100.0,1.0,,,0
"cuánto cuesta una laptop iphone",1,2,50.0,3.0,,,0
"cuánto cuesta una mica de celular",1,2,50.0,4.5,,,0
"cuánto cuesta una tablet iphone",1,3,33.3,1.3,,,0
"cuánto cuestan los celulares motorola",1,1,100.0,1.0,,,0
"cuánto cuestan los iphone 15 pro max",1,1,100.0,4.0,,,0
"cuánto cuestan los iphone 16 pro max",1,1,100.0,5.0,,,0
"cuánto cuestan los iphone en estados unidos",1,1,100.0,2.0,,,0
"cuánto esta el iphone 12",1,1,100.0,3.0,,,0
"cuánto está costando un iphone 11",1,1,100.0,2.0,,,0
"cuánto está el iphone 11",1,2,50.0,7.0,,,0
"cuánto está el iphone 11 en perú",1,1,100.0,2.0,,,0
"cuánto está el iphone 12",1,5,20.0,5.0,,,0
"cuánto está el iphone 14 pro max",1,2,50.0,1.0,,,0
"cuánto está el iphone 16",1,8,12.5,2.5,,,0
"cuánto está un celular",1,1,100.0,3.0,,,0
"cuánto está un celular iphone",1,1,100.0,2.0,,,0
"cuánto está un iphone 13",1,1,100.0,1.0,,,0
"cuánto están los celulares iphone",1,2,50.0,1.0,,,0
"cuánto están los iphone",1,1,100.0,2.0,,,0
"cuánto sale el iphone 11",1,7,14.3,6.3,,,0
"cuánto sale el iphone 14",1,5,20.0,5.8,,,0
"cuánto sale el iphone 16e",1,2,50.0,8.0,,,0
"cuánto sale el iphone 7 plus",1,1,100.0,1.0,,,0
"cuánto sale el iphone más barato",1,1,100.0,1.0,,,0
"cuánto sale el iphone xs",1,1,100.0,2.0,,,0
"cuánto sale un celular oppo",1,1,100.0,1.0,,,0
"cuánto sale un celular redmi",1,1,100.0,3.0,,,0
"cuánto sale un iphone 12",1,1,100.0,4.0,,,0
"cuánto sale un iphone 13",1,2,50.0,4.0,,,0
"cuánto sale un iphone 14",1,1,100.0,5.0,,,0
"cuánto sale un iphone 14 pro max",1,3,33.3,1.0,,,0
"cuánto sale un iphone 15",1,2,50.0,4.5,,,0
"cuánto sale un iphone en estados unidos",1,1,100.0,3.0,,,0
"cuánto sale un iphone nuevo",1,1,100.0,3.0,,,0
"cuánto sale un teléfono iphone",1,1,100.0,2.0,,,0
"cuánto vale el celular honor 7",1,1,100.0,9.0,,,0
"cuánto vale el celular honor magic 7 lite",1,1,100.0,1.0,,,0
"cuánto vale el celular motorola",1,2,50.0,1.0,,,0
"cuánto vale el celular oppo a38",1,2,50.0,1.0,,,0
"cuánto vale el celular redmi 10",1,2,50.0,2.0,,,0
"cuánto vale el celular redmi 12",1,2,50.0,1.0,,,0
"cuánto vale el celular redmi a3",1,1,100.0,4.0,,,0
"cuánto vale el celular samsung",1,3,33.3,1.0,,,0
"cuánto vale el iphone 11 en ecuador",1,1,100.0,2.0,,,0
"cuánto vale el iphone 11 pro",1,4,25.0,5.5,,,0
"cuánto vale el iphone 11 pro max",1,6,16.7,1.5,,,0
"cuánto vale el iphone 12 en colombia",1,1,100.0,2.0,,,0
"cuánto vale el iphone 13 en colombia",1,1,100.0,2.0,,,0
"cuánto vale el iphone 13 en méxico",1,1,100.0,1.0,,,0
"cuánto vale el iphone 14",1,67,1.5,5.7,,,0
"cuánto vale el iphone 14 en méxico",1,1,100.0,15.0,,,0
"cuánto vale el iphone 14 pro",1,5,20.0,1.0,,,0
"cuánto vale el iphone 15",1,134,0.7,5.6,,,0
"cuánto vale el iphone 16 pro max",1,903,0.1,6.5,,,0
"cuánto vale el iphone 16e",1,72,1.4,9.2,,,0
"cuánto vale el iphone 16e en méxico",1,2,50.0,10.0,,,0
"cuánto vale el iphone 4",1,1,100.0,2.0,,,0
"cuánto vale el iphone 6 en colombia",1,1,100.0,2.0,,,0
"cuánto vale el iphone 7",1,2,50.0,5.0,,,0
"cuánto vale el iphone 8 en costa rica",1,1,100.0,2.0,,,0
"cuánto vale el iphone 8 plus",1,4,25.0,1.0,,,0
"cuánto vale el iphone 9",1,2,50.0,2.0,,,0
"cuánto vale el iphone más pequeño del mundo",1,1,100.0,2.0,,,0
"cuánto vale un cargador de un iphone",1,1,100.0,4.0,,,0
"cuánto vale un celular en méxico",1,2,50.0,4.5,,,0
"cuánto vale un celular samsung galaxy",1,4,25.0,4.0,,,0
"cuánto vale un iphone 11 en méxico",1,3,33.3,5.0,,,0
"cuánto vale un iphone 11 nuevo",1,1,100.0,2.0,,,0
"cuánto vale un iphone 11 pro max",1,3,33.3,1.0,,,0
"cuánto vale un iphone 12 en costa rica",1,1,100.0,2.0,,,0
"cuánto vale un iphone 13 pro max",1,5,20.0,3.2,,,0
"cuánto vale un iphone 14 pro max",1,4,25.0,1.0,,,0
"cuánto vale un iphone 16",1,6,16.7,3.5,,,0
"cuánto vale un iphone 6",1,6,16.7,4.2,,,0
"cuánto vale un iphone 8",1,5,20.0,3.8,,,0
"cuánto vale un iphone en chile",1,1,100.0,2.0,,,0
"cuánto vale un iphone en nicaragua",1,1,100.0,2.0,,,0
"cuánto vale un iphone nuevo",1,1,100.0,2.0,,,0
"cuánto vale un iphone xr en colombia",1,1,100.0,2.0,,,0
"cuánto vale un teléfono iphone",1,1,100.0,2.0,,,0
"cuánto valen los celulares samsung",1,1,100.0,1.0,,,0
"cuánto valen los iphone",1,2,50.0,3.0,,,0
"cuánto valen los iphone 13",1,3,33.3,10.0,,,0
"cuántos tipos de iphone hay",1,1,100.0,1.0,,,0
"cámara frontal de un celular",1,1,100.0,3.0,,,0
"cómo blanquear la funda del celular",1,2,50.0,6.0,,,0
"cómo compartir pantalla de mi celular al televisor",1,1,100.0,2.0,,,0
"cómo conectar celular a televisor",1,1,100.0,2.0,,,0
"cómo conectar el celular a la tele",1,1,100.0,2.0,,,0
"cómo conectar mi celular a una televisión",1,6,16.7,9.7,,,0
"cómo conectar un celular a un televisor que no es smart tv",1,1,100.0,2.0,,,0
"cómo conseguir un iphone",1,1,100.0,3.0,,,0
"cómo cuidar la batería de mi celular",1,2,50.0,6.0,,,0
"cómo emitir del celular al televisor",1,1,100.0,2.0,,,0
"cómo limpiar el parlante de mi celular",1,1,100.0,2.0,,,0
"cómo limpiar el parlante de un celular",1,1,100.0,1.0,,,0
"cómo limpiar el parlante del celular",1,1,100.0,2.0,,,0
"cómo limpiar la bocina de tu celular",1,1,100.0,1.0,,,0
"cómo limpiar los parlantes del celular",1,1,100.0,2.0,,,0
"cómo proyectar mi celular a la televisión",1,1,100.0,2.0,,,0
"cómo puedo conectar mi celular a la televisión",1,3,33.3,1.0,,,0
"cómo saber si me clonaron el celular",1,1,100.0,2.0,,,0
"cómo se conectan los audífonos inalámbricos al celular",1,1,100.0,7.0,,,0
"cómo se llama el celular que se dobla",1,1,100.0,5.0,,,0
"cómo sé cómo se escribe iphone",1,1,100.0,3.0,,,0
"cómo transmitir de mi celular a la tele",1,2,50.0,1.0,,,0
"cómo vincular el celular a la tele",1,1,100.0,3.0,,,0
"dar celular como parte de pago",1,1,100.0,7.0,,,0
"dar mi celular en parte de pago",1,1,100.0,3.0,,,0
"de donde es la marca vivo de celulares",1,1,100.0,12.0,,,0
"de que año es el iphone 15",1,1,100.0,3.0,,,0
"dejar mi celular como parte de pago",1,1,100.0,1.0,,,0
"desarmador para iphone",1,1,100.0,8.0,,,0
"desarmadores para celular",1,1,100.0,11.0,,,0
"desarmadores para celulares",1,4,25.0,11.8,,,0
"desventajas de un celular desbloqueado",1,1,100.0,5.0,,,0
"detalles de apple iphone 13 pro max",1,7,14.3,8.6,,,0
"detalles de apple iphone 13 pro max reacondicionado",1,18,5.6,8.2,,,0
"detalles de iphone x",1,1,100.0,2.0,,,0
"diferencia entre el iphone plus y pro",1,1,100.0,2.0,,,0
"diferencia entre iphone 15 y 15 plus",1,1,100.0,2.0,,,0
"diferencia entre tablet y celular",1,1,100.0,2.0,0.64,0.64,0.81
"diferentes cargadores de iphone",1,1,100.0,2.0,,,0
"diferentes tipos de iphone",1,1,100.0,1.0,,,0
"dispositivo para transmitir del celular a la tv",1,14,7.1,10.6,,,0
"diunsa iphone 13 pro max precio honduras",1,1,100.0,2.0,,,0
"dock apple iphone",1,1,100.0,3.0,,,0
"dock de carga iphone",1,1,100.0,7.0,,,0
"dock de carga iphone 13",1,1,100.0,8.0,,,0
"dock de carga iphone 14",1,1,100.0,10.0,,,0
"dock iphone lightning",1,2,50.0,2.0,,,0
"dock para iphone",1,11,9.1,7.3,,,0
"donde cambiar la pantalla de mi celular",1,5,20.0,9.0,,,0
"donde cambiar mi iphone por otro",1,1,100.0,7.0,,,0
"donde compran celulares descompuestos",1,2,50.0,2.5,,,0
"donde compran celulares rotos",1,1,100.0,2.0,,,0
"donde comprar cable de iphone original",1,1,100.0,6.0,,,0
"donde comprar cargador original de iphone",1,2,50.0,5.0,,,0
"donde comprar cargador original iphone",1,1,100.0,6.0,,,0
"donde comprar cargadores originales de iphone",1,2,50.0,6.0,,,0
"donde comprar celular barato",1,1,100.0,6.0,,,0
"donde comprar celulares a buen precio",1,1,100.0,4.0,,,0
"donde comprar celulares a precio de fábrica perú",1,1,100.0,2.0,,,0
"donde comprar celulares de exhibición",1,1,100.0,2.0,,,0
"donde comprar celulares economicos",1,1,100.0,5.0,,,0
"donde comprar celulares en cancun",1,1,100.0,2.0,,,0
"donde comprar celulares online",1,1,100.0,2.0,,,0
"donde comprar el iphone 13 mas barato",1,1,100.0,4.0,,,0
"donde comprar el iphone mas barato",1,1,100.0,15.0,,,0
"donde comprar gatillos para celular",1,2,50.0,4.5,,,0
"donde comprar iphone",1,2,50.0,8.5,,,0
"donde comprar iphone 12 nuevo",1,1,100.0,5.0,,,0
"donde comprar iphone 14",1,1,100.0,6.0,,,0
"donde comprar iphone 14 pro max nuevo",1,1,100.0,5.0,,,0
"donde comprar iphone 15 pro",1,1,100.0,1.0,,,0
"donde comprar iphone barato en estados unidos",1,1,100.0,2.0,,,0
"donde comprar iphone barato en panama",1,1,100.0,2.0,,,0
"donde comprar iphone en argentina",1,3,33.3,2.7,,,0
"donde comprar iphone en mexico",1,3,33.3,7.0,,,0
"donde comprar iphone en rio de janeiro",1,1,100.0,2.0,,,0
"donde comprar iphone nuevos",1,1,100.0,12.0,,,0
"donde comprar iphone original",1,2,50.0,9.5,,,0
"donde comprar iphone reacondicionado barato",1,1,100.0,9.0,,,0
"donde comprar micas para celular",1,1,100.0,5.0,,,0
"donde comprar un iphone",1,2,50.0,2.0,,,0
"donde comprar un iphone nuevo barato",1,2,50.0,6.5,,,0
"donde conseguir celulares baratos",1,2,50.0,5.0,3.92,3.92,1.00
"donde conseguir un iphone barato",1,1,100.0,2.0,,,0
"donde conviene comprar un iphone",1,1,100.0,3.0,,,0
"donde encuentro iphone baratos",1,2,50.0,5.0,,,0
"donde es mas barato comprar un iphone",1,1,100.0,3.0,,,0
"donde es mejor comprar un celular",1,1,100.0,2.0,,,0
"donde es mejor comprar un celular nuevo",1,1,100.0,1.0,,,0
"donde es mejor comprar un iphone",1,1,100.0,4.0,,,0
"donde me conviene sacar un celular a pagos",1,1,100.0,4.0,,,0
"donde puedo comprar celulares",1,1,100.0,1.0,,,0
"donde puedo comprar el celular cubot king kong 9",1,2,50.0,1.0,,,0
"donde puedo comprar el iphone 13 pro max",1,1,100.0,11.0,,,0
"donde puedo comprar iphone",1,3,33.3,8.0,,,0
"donde puedo comprar iphone baratos",1,1,100.0,2.0,,,0
"donde puedo comprar un celular a credito",1,2,50.0,3.0,,,0
"donde puedo comprar un celular barato",1,1,100.0,4.0,,,0
"donde puedo comprar un iphone a credito",1,1,100.0,9.0,,,0
"donde puedo comprar un iphone original",1,2,50.0,8.0,,,0
"donde puedo comprar un iphone reacondicionado",1,2,50.0,6.0,,,0
"donde puedo conseguir celulares baratos",1,1,100.0,4.0,,,0
"donde puedo conseguir una pila para celular zuum",1,3,33.3,4.0,,,0
"donde puedo sacar un celular a credito sin cuota inicial",1,1,100.0,1.0,,,0
"donde puedo sacar un celular a credito sin vida crediticia",1,2,50.0,9.0,,,0
"donde puedo sacar un iphone a credito",1,2,50.0,5.0,,,0
"donde puedo vender celulares dañados",1,1,100.0,1.0,,,0
"donde puedo vender mi celular cdmx",1,1,100.0,2.0,,,0
"donde puedo vender mi celular cerca de mi",1,1,100.0,2.0,,,0
"donde puedo vender mi celular dañado",1,2,50.0,1.0,,,0
"donde puedo vender un celular",1,1,100.0,1.0,,,0
"donde reciben mi celular como parte de pago",1,3,33.3,1.7,,,0
"donde sacar celular a credito",1,2,50.0,2.0,,,0
"donde sacar iphone a credito",1,4,25.0,10.0,,,0
"donde sale mas barato comprar un iphone",1,1,100.0,10.0,,,0
"donde venden cargador de iphone original",1,1,100.0,5.0,,,0
"donde venden cargadores originales de iphone",1,2,50.0,5.0,,,0
"donde venden el iphone mas barato",1,1,100.0,11.0,,,0
"donde venden fundas para celulares",1,4,25.0,6.5,,,0
"donde venden fundas para celulares cerca de mi",1,3,33.3,5.7,,,0
"donde venden fundas para celulares en el centro",1,1,100.0,7.0,,,0
"donde venden iphone baratos",1,4,25.0,5.0,,,0
"donde venden iphone nuevos",1,1,100.0,2.0,,,0
"donde venden iphone original",1,4,25.0,6.3,,,0
"donde venden los celulares mas baratos",1,3,33.3,3.7,,,0
"donde vender celulares antiguos",1,2,50.0,2.5,,,0
"donde vender celulares descompuestos",1,2,50.0,3.0,,,0
"donde vender celulares nuevos",1,1,100.0,9.0,,,0
"donde vender mi iphone",1,2,50.0,2.0,,,0
"doogee celulares",1,2,50.0,7.5,,,0
"duo de telefonos celulares",1,2,50.0,6.5,,,0
"duos de iphone",1,1,100.0,1.0,,,0
"duplicar pantalla iphone",1,1,100.0,2.0,,,0
"dynamic island iphone",1,1,100.0,2.0,,,0
"dónde comprar celulares",1,4,25.0,5.0,,,0
"dónde comprar iphone baratos",1,1,100.0,2.0,,,0
"dónde puedo comprar un iphone",1,1,100.0,10.0,,,0
"dónde puedo encontrar celulares baratos",1,2,50.0,4.5,,,0
"dónde puedo vender mi celular",1,1,100.0,6.0,,,0
"dónde puedo vender mi celular rápido",1,1,100.0,1.0,,,0
"dónde puedo vender un celular que ya no sirve",1,4,25.0,10.8,,,0
"dónde venden celulares",1,1,100.0,5.0,,,0
"dónde venden iphone",1,3,33.3,8.7,,,0
"earpods iphone",1,1,100.0,7.0,3.78,3.78,1.00
"el celular apple",1,1,100.0,3.0,,,0
"el celular blu",1,1,100.0,1.0,,,0
"el celular con mas bateria",1,1,100.0,3.0,,,0
"el celular con mejor camara",1,1,100.0,1.0,,,0
"el celular mas barato de samsung",1,1,100.0,3.0,,,0
"el celular mas caro del peru",1,1,100.0,2.0,,,0
"el celular motorola",1,3,33.3,3.3,,,0
"el celular más potente del mundo",1,1,100.0,2.0,,,0
"el celular oppo reno 11",1,1,100.0,9.0,,,0
"el celular que se parece al iphone",1,1,100.0,8.0,,,0
"el celular redmi",1,3,33.3,1.0,,,0
"el celular samsung mas barato",1,1,100.0,1.0,,,0
"el celular vivo",1,2,50.0,2.0,,,0
"el corte inglés móviles iphone",1,1,100.0,2.0,,,0
"el iphone",1,168,0.6,8.9,,,0
"el iphone 10",1,386,0.3,9.7,,,0
"el iphone 10 pro max",1,1,100.0,10.0,,,0
"el iphone 11 cuánto cuesta",1,3,33.3,6.0,,,0
"el iphone 12 pro max",1,14,7.1,13.9,,,0
"el iphone 13 morado",1,2,50.0,1.0,,,0
"el iphone 13 pro",1,3,33.3,8.3,,,0
"el iphone 13 pro max precio",1,2,50.0,6.5,,,0
"el iphone 14 precio",1,1,100.0,5.0,,,0
"el iphone 14 pro max precio",1,3,33.3,2.0,,,0
"el iphone 14 pro tiene sim fisica",1,1,100.0,5.0,,,0
"el iphone 15 es resistente al agua",1,1,100.0,99.0,,,0
"el iphone 16 cuánto cuesta",1,2,50.0,4.0,,,0
"el iphone 16 normal",1,1,100.0,1.0,,,0
"el iphone 6",1,8,12.5,13.6,,,0
"el iphone 6 plus",1,1,100.0,1.0,,,0
"el iphone 7 pro max",1,1,100.0,2.0,,,0
"el iphone 8",1,53,1.9,12.5,,,0
"el iphone 8 mini",1,1,100.0,1.0,,,0
"el iphone mas barato en paraguay",1,4,25.0,2.0,,,0
"el iphone mas nuevo",1,7,14.3,8.0,,,0
"el iphone más barato 2024",1,1,100.0,5.0,,,0
"el iphone más barato de todo el mundo",1,1,100.0,1.0,,,0
"el iphone pro max 12",1,1,100.0,14.0,,,0
"el iphone se calienta al usarlo",1,1,100.0,11.0,,,0
"el iphone xr",1,1,100.0,2.0,,,0
"el mejor celular 2023",1,1,100.0,2.0,,,0
"el mejor celular con la mejor camara",1,2,50.0,10.0,,,0
"el mejor celular de honor",1,1,100.0,2.0,,,0
"el mejor celular del mundo",1,2,50.0,2.0,,,0
"el mejor iphone calidad precio",1,5,20.0,3.4,,,0
"el mejor porta celular para auto",1,1,100.0,7.0,,,0
"el mejor soporte para celular auto",1,1,100.0,7.0,,,0
"el nuevo celular de harry potter",1,1,100.0,3.0,,,0
"el precio de iphone",1,3,33.3,6.7,,,0
"el precio de iphone 14 pro max",1,1,100.0,2.0,,,0
"el precio de los iphone",1,2,50.0,2.0,,,0
"el precio de un celular",1,1,100.0,3.0,,,0
"el precio de un iphone",1,1,100.0,2.0,,,0
"el precio del iphone 10",1,1,100.0,6.0,,,0
"el precio del iphone 12",1,1,100.0,7.0,6.80,6.80,0.62
"el precio del iphone 14 pro max",1,2,50.0,1.0,,,0
"el samsung que parece iphone",1,2,50.0,1.0,,,0
"el vivo celular",1,1,100.0,1.0,,,0
"electro misiones celulares",1,1,100.0,3.0,,,0
"elektra celulares",1,22,4.5,10.0,,,0
"elektra celulares 2x1 oppo",1,21,4.8,7.1,,,0
"elektra iphone",1,1,100.0,12.0,,,0
"elektra iphone 13",1,1,100.0,3.0,,,0
"elektra iphone 13 pro max",1,38,2.6,10.7,,,0
"empeño celular",1,1,100.0,4.0,,,0
"empresas chinas de celulares",1,2,50.0,2.5,,,0
"emulador para jugar free fire en celular",1,1,100.0,2.0,,,0
"en claro venden iphone",1,1,100.0,2.0,,,0
"en cuanto anda el iphone 11",1,2,50.0,5.5,,,0
"en cuanto cuesta el iphone 13",1,4,25.0,6.5,,,0
"en cuanto cuesta el iphone 16",1,2,50.0,2.5,,,0
"en cuanto esta el cargador de iphone",1,1,100.0,4.0,,,0
"en cuanto esta el celular samsung s24 ultra",1,1,100.0,11.0,,,0
"en cuanto esta el iphone",1,5,20.0,2.8,,,0
"en cuanto esta el iphone 13 en colombia",1,1,100.0,2.0,,,0
"en cuanto esta el iphone 13 mini",1,1,100.0,1.0,,,0
"en cuanto esta el iphone 15 pro max en mexico",1,1,100.0,3.0,,,0
"en cuanto esta el iphone 8 plus",1,2,50.0,1.0,,,0
"en cuanto esta el iphone x",1,2,50.0,1.0,,,0
"en cuanto esta el.iphone 16",1,1,100.0,1.0,,,0
"en cuanto esta un iphone 12",1,2,50.0,6.5,,,0
"en cuanto esta un iphone 14",1,2,50.0,1.0,,,0
"en cuanto estan los celulares samsung",1,2,50.0,1.0,,,0
"en cuanto estan los iphone 11",1,1,100.0,2.0,,,0
"en cuanto está el iphone 14 pro max",1,1,100.0,1.0,,,0
"en cuanto sale el iphone 13",1,5,20.0,4.6,,,0
"en cuanto sale el iphone 14",1,1,100.0,1.0,,,0
"en cuanto sale el iphone 8 plus",1,2,50.0,1.0,,,0
"en cuanto sale un iphone",1,3,33.3,2.7,,,0
"en cuanto sale un iphone 11",1,1,100.0,3.0,,,0
"en cuanto sale un iphone 12",1,2,50.0,4.0,,,0
"en cuanto sale un iphone 13",1,1,100.0,5.0,,,0
"en cuánto anda el iphone 14",1,4,25.0,9.5,,,0
"en cuánto anda el iphone 15 pro max",1,2,50.0,5.0,,,0
"en cuánto cuesta el iphone 12",1,3,33.3,5.0,,,0
"en cuánto esta el iphone 12",1,2,50.0,3.5,,,0
"en cuánto está el iphone 10",1,3,33.3,2.0,,,0
"en cuánto está el iphone 11 normal",1,1,100.0,4.0,,,0
"en cuánto está el iphone 11 pro max",1,1,100.0,3.0,,,0
"en cuánto está el iphone 12 pro max",1,3,33.3,4.7,,,0
"en cuánto está el iphone 14 plus",1,1,100.0,1.0,,,0
"en cuánto está el iphone 15",1,6,16.7,6.0,,,0
"en cuánto está el iphone 15 pro max",1,1,100.0,10.0,,,0
"en cuánto está el iphone x",1,1,100.0,1.0,,,0
"en cuánto está un iphone 11",1,2,50.0,5.0,,,0
"en cuánto está un iphone 12",1,1,100.0,3.0,,,0
"en cuánto está un iphone 13",1,3,33.3,2.0,,,0
"en cuánto sale el iphone 11",1,3,33.3,2.7,,,0
"en cuánto sale el iphone 14",1,3,33.3,1.0,,,0
"en cuánto sale el iphone 16",1,2,50.0,3.0,,,0
"en donde comprar celulares baratos",1,2,50.0,5.0,5.49,5.49,1.00
"en donde comprar iphone barato",1,1,100.0,8.0,,,0
"en donde es mas barato comprar un iphone",1,2,50.0,5.5,,,0
"en donde sale mas barato comprar un iphone",1,2,50.0,2.0,,,0
"en donde venden celulares baratos",1,3,33.3,3.7,,,0
"en que año salio el iphone 11 normal",1,1,100.0,2.0,,,0
"en que precio esta el iphone 11",1,1,100.0,5.0,,,0
"en que precio esta el iphone 13 pro max",1,1,100.0,3.0,,,0
"en qué celular se puede jugar fortnite",1,1,100.0,2.0,,,0
"en qué celulares se puede jugar fortnite",1,1,100.0,2.0,,,0
"en un iphone",1,1,100.0,2.0,,,0
"enfriador celular",1,2,50.0,5.5,,,0
"enfriador de celular",1,160,0.6,7.9,,,0
"enfriador de iphone",1,1,100.0,2.0,,,0
"enfriador para celulares",1,1,100.0,6.0,,,0
"enfriar iphone",1,1,100.0,2.0,,,0
"enganche iphone 13 telcel",1,4,25.0,10.5,,,0
"enganche para celular",1,2,50.0,4.5,,,0
"entel equipos iphone",1,1,100.0,2.0,3.86,3.86,1.00
"entel iphone",1,1,100.0,2.0,,,0
"entrada de cargador iphone 13",1,1,100.0,7.0,,,0
"entrada iphone a auxiliar",1,1,100.0,9.0,,,0
"entregar mi celular como parte de pago",1,1,100.0,3.0,,,0
"epiphone ej 200 jumbo",1,1,100.0,6.0,,,0
"epiphone ej-200ce acoustic-electric guitar",1,1,100.0,3.0,,,0
"epiphone j45 studio",1,1,100.0,3.0,,,0
"epiphone jumbo",1,2,50.0,34.5,,,0
"epiphone les paul player pack",1,1,100.0,11.0,,,0
"epiphone les paul prophecy black aged gloss",1,1,100.0,3.0,,,0
"epiphone les paul special ve",1,1,100.0,14.0,2.42,2.42,1.00
"epiphone les paul studio lt",1,1,100.0,7.0,,,0
"epiphone prophecy",1,1,100.0,5.0,,,0
"epiphone sg muse",1,1,100.0,3.0,,,0
"epiphone special 2",1,2,50.0,8.5,,,0
"equipos celulares en oferta",1,1,100.0,1.0,,,0
"equipos celulares motorola",1,2,50.0,3.0,,,0
"equipos celulares reacondicionados",1,1,100.0,18.0,,,0
"equipos de celular",1,1,100.0,4.0,,,0
"es bueno darle un celular a un niño",1,2,50.0,10.0,,,0
"es mejor iphone o samsung",1,1,100.0,3.0,,,0
"es normal que el iphone se caliente",1,1,100.0,11.0,,,0
"es normal que se caliente mi iphone",1,1,100.0,1.0,,,0
"escaner de carro para celular",1,1,100.0,12.0,,,0
"especificaciones de iphone 14",1,1,100.0,14.0,,,0
"espejo pantalla iphone",1,1,100.0,3.0,,,0
"estabilizador de camara celular",1,1,100.0,11.0,,,0
"estabilizador de celular para grabar",1,2,50.0,4.0,,,0
"estabilizador para celular economico",1,6,16.7,9.0,,,0
"estabilizador para celular gimbal",1,1,100.0,11.0,,,0
"estabilizador para celular samsung",1,1,100.0,11.0,,,0
"estacion de carga iphone",1,1,100.0,14.0,,,0
"estadísticas de ventas de celulares a nivel mundial",1,1,100.0,4.0,,,0
"estuche acuatico para celular",1,1,100.0,4.0,,,0
"estuche iphone",1,2,50.0,4.5,,,0
"estuches impermeables para celulares",1,1,100.0,4.0,,,0
"falabella cambia tu celular",1,2,50.0,2.0,,,0
"ferrari iphone 12",1,1,100.0,1.0,,,0
"financiar celular",1,1,100.0,1.0,,,0
"findas iphone",1,3,33.3,10.0,,,0
"firenova iphone 16 case",1,1,100.0,4.0,,,0
"flash for iphone",1,1,100.0,10.0,,,0
"flash para iphone",1,1,100.0,9.0,,,0
"flip celular",1,2,50.0,1.0,,,0
"focos que se prenden con el celular",1,1,100.0,3.0,,,0
"fontastic celulares es confiable",1,2,50.0,5.0,,,0
"forro iphone 13",1,1,100.0,9.0,,,0
"forros iphone 15 pro max",1,1,100.0,5.0,,,0
"forros para iphone 13",1,1,100.0,5.0,,,0
"forros para iphone 14",1,1,100.0,4.0,,,0
"fortnite celular requisitos",1,1,100.0,2.0,,,0
"fotos de celular lg",1,1,100.0,1.0,,,0
"fotos de celular motorola",1,2,50.0,7.0,,,0
"fotos de celular oppo reno 7",1,2,50.0,5.5,,,0
"fotos de celular vivo",1,1,100.0,1.0,,,0
"fotos de celulares honor",1,3,33.3,1.7,,,0
"fotos de celulares huawei",1,1,100.0,1.0,,,0
"fotos de celulares motorola",1,1,100.0,6.0,,,0
"fotos de celulares remix",1,2,50.0,5.0,,,0
"fotos de celulares samsung baratos",1,1,100.0,1.0,,,0
"fotos de celulares samsung galaxy",1,1,100.0,6.0,,,0
"fotos de celulares vivo",1,1,100.0,1.0,,,0
"fotos de el iphone 10",1,1,100.0,2.0,,,0
"fotos de iphone 13 pro max dorado",1,1,100.0,1.0,,,0
"fotos de teléfonos iphone",1,1,100.0,1.0,,,0
